CustID,usageCount,Tier1Cust,premierlastActivated,premierServiceEligible
eipk270775,2605,No,06-2023,Yes
eipk270776,22661,No,12-2021,Yes
eipk270777,17182,No,03-2022,Yes
eipk270778,6836,No,01-2023,Yes
eipk270779,3408,No,06-2020,Yes
eipk270780,3839,No,07-2023,Yes
eipk270781,2108,No,01-2024,Yes
eipk270782,5454,No,10-2021,Yes
eipk270783,24254,No,01-2019,Yes
eipk270784,15214,No,08-2020,Yes
eipk270785,24938,No,03-2020,Yes
eipk270786,8414,No,11-2018,Yes
eipk270787,13734,No,03-2019,Yes
eipk270788,2925,No,05-2022,Yes
eipk270789,16457,No,09-2021,Yes
eipk270790,7094,No,06-2020,Yes
eipk270791,25017,No,04-2019,Yes
eipk270792,26654,No,08-2019,Yes
eipk270793,21784,No,09-2022,Yes
eipk270794,2976,No,10-2020,Yes
eipk270795,22013,No,11-2021,Yes
eipk270796,19466,No,04-2022,Yes
eipk270797,11921,No,03-2022,Yes
eipk270798,26739,No,12-2022,Yes
eipk270799,26590,No,12-2021,Yes
eipk270800,4444,No,12-2022,Yes
eipk270801,1758,No,05-2018,Yes
eipk270802,20478,No,12-2021,Yes
eipk270803,5379,No,05-2023,Yes
eipk270804,17496,No,03-2019,Yes
eipk270805,19804,No,05-2023,Yes
eipk270806,6283,No,01-2019,Yes
eipk270807,14180,No,01-2022,Yes
eipk270808,18205,No,12-2018,Yes
eipk270809,21023,No,01-2024,Yes
eipk270810,15345,No,07-2020,Yes
eipk270811,23148,No,07-2020,Yes
eipk270812,11637,No,07-2020,Yes
eipk270813,11391,No,08-2020,Yes
eipk270814,13478,No,02-2022,Yes
eipk270815,19203,No,06-2022,Yes
eipk270816,1276,No,11-2019,Yes
eipk270817,15828,No,03-2022,Yes
eipk270818,26842,No,10-2021,Yes
eipk270819,24015,No,03-2018,Yes
eipk270820,25395,No,05-2019,Yes
eipk270821,17659,No,04-2020,Yes
eipk270822,23717,No,10-2021,Yes
eipk270823,26906,No,03-2024,Yes
eipk270824,19277,No,06-2021,Yes
eipk270825,11535,No,04-2019,Yes
eipk270826,27964,No,08-2018,Yes
eipk270827,1592,No,09-2020,Yes
eipk270828,16552,No,12-2020,Yes
eipk270829,18771,No,12-2018,Yes
eipk270830,4995,No,11-2018,Yes
eipk270831,24477,No,08-2020,Yes
eipk270832,6072,No,12-2022,Yes
eipk270833,27110,No,02-2020,Yes
eipk270834,13301,No,07-2019,Yes
eipk270835,22517,No,04-2018,Yes
eipk270836,24083,No,06-2019,Yes
eipk270837,14295,No,06-2019,Yes
eipk270838,10255,No,05-2018,Yes
eipk270839,4105,No,12-2018,Yes
eipk270840,24274,No,02-2023,Yes
eipk270841,13096,No,07-2020,Yes
eipk270842,12497,No,01-2024,Yes
eipk270843,6905,No,12-2019,Yes
eipk270844,19287,No,06-2019,Yes
eipk270845,4361,No,10-2022,Yes
eipk270846,26430,No,06-2018,Yes
eipk270847,12087,No,06-2022,Yes
eipk270848,11107,No,01-2024,Yes
eipk270849,20382,No,06-2022,Yes
eipk270850,18725,No,03-2024,Yes
eipk270851,2861,No,08-2022,Yes
eipk270852,3455,No,09-2022,Yes
eipk270853,4792,No,08-2020,Yes
eipk270854,13070,No,01-2018,Yes
eipk270855,6864,No,05-2023,Yes
eipk270856,17197,No,03-2018,Yes
eipk270857,24375,No,08-2022,Yes
eipk270858,23280,No,03-2021,Yes
eipk270859,2308,No,02-2024,Yes
eipk270860,9131,No,01-2024,Yes
eipk270861,17315,No,07-2022,Yes
eipk270862,9089,No,07-2020,Yes
eipk270863,25181,No,09-2023,Yes
eipk270864,10893,No,01-2023,Yes
eipk270865,13697,No,07-2021,Yes
eipk270866,4213,No,10-2022,Yes
eipk270867,11210,No,04-2024,Yes
eipk270868,9438,No,02-2019,Yes
eipk270869,3224,No,11-2019,Yes
eipk270870,3858,No,05-2024,Yes
eipk270871,18751,No,09-2021,Yes
eipk270872,13455,No,11-2018,Yes
eipk270873,6144,No,12-2018,Yes
eipk270874,18086,No,03-2018,Yes
eipk270875,11115,No,06-2019,Yes
eipk270876,18934,No,11-2023,Yes
eipk270877,24055,No,06-2021,Yes
eipk270878,18717,No,04-2020,Yes
eipk270879,19182,No,11-2023,Yes
eipk270880,20839,No,02-2020,Yes
eipk270881,4365,No,08-2021,Yes
eipk270882,9855,No,02-2018,Yes
eipk270883,20011,No,05-2024,Yes
eipk270884,3084,No,09-2020,Yes
eipk270885,5973,No,08-2019,Yes
eipk270886,13659,No,12-2022,Yes
eipk270887,14023,No,02-2022,Yes
eipk270888,14933,No,02-2020,Yes
eipk270889,19533,No,06-2019,Yes
eipk270890,4426,No,05-2022,Yes
eipk270891,23992,No,04-2021,Yes
eipk270892,24221,No,08-2023,Yes
eipk270893,17863,No,06-2022,Yes
eipk270894,21114,No,02-2020,Yes
eipk270895,23743,No,05-2019,Yes
eipk270896,24526,No,08-2018,Yes
eipk270897,17010,No,12-2018,Yes
eipk270898,18734,No,09-2020,Yes
eipk270899,13204,No,02-2018,Yes
eipk270900,26275,No,06-2022,Yes
eipk270901,3647,No,08-2021,Yes
eipk270902,22750,No,03-2020,Yes
eipk270903,6108,No,04-2020,Yes
eipk270904,2721,No,12-2019,Yes
eipk270905,4159,No,08-2020,Yes
eipk270906,17717,No,05-2022,Yes
eipk270907,9855,No,10-2018,Yes
eipk270908,26354,No,02-2019,Yes
eipk270909,2223,No,04-2024,Yes
eipk270910,4454,No,03-2022,Yes
eipk270911,12691,No,04-2022,Yes
eipk270912,14646,No,06-2021,Yes
eipk270913,23261,No,03-2019,Yes
eipk270914,23743,No,10-2018,Yes
eipk270915,10132,No,10-2021,Yes
eipk270916,3633,No,01-2019,Yes
eipk270917,24199,No,04-2022,Yes
eipk270918,22758,No,04-2021,Yes
eipk270919,2016,No,10-2020,Yes
eipk270920,13792,No,08-2022,Yes
eipk270921,5533,No,09-2021,Yes
eipk270922,12913,No,08-2019,Yes
eipk270923,1005,No,02-2020,Yes
eipk270924,11458,No,08-2022,Yes
eipk270925,4987,No,03-2022,Yes
eipk270926,24103,No,04-2023,Yes
eipk270927,21176,No,04-2024,Yes
eipk270928,9704,No,09-2019,Yes
eipk270929,22348,No,11-2022,Yes
eipk270930,12452,No,03-2018,Yes
eipk270931,1974,No,08-2018,Yes
eipk270932,14558,No,11-2023,Yes
eipk270933,12008,No,03-2018,Yes
eipk270934,10168,No,01-2018,Yes
eipk270935,20117,No,02-2021,Yes
eipk270936,1620,No,02-2023,Yes
eipk270937,13842,No,01-2018,Yes
eipk270938,8595,No,03-2020,Yes
eipk270939,13837,No,02-2020,Yes
eipk270940,13033,No,10-2019,Yes
eipk270941,9785,No,09-2022,Yes
eipk270942,10611,No,06-2018,Yes
eipk270943,6852,No,02-2018,Yes
eipk270944,11134,No,12-2023,Yes
eipk270945,9814,No,08-2023,Yes
eipk270946,13040,No,12-2023,Yes
eipk270947,24687,No,06-2021,Yes
eipk270948,5529,No,02-2020,Yes
eipk270949,4919,No,04-2024,Yes
eipk270950,9509,No,11-2018,Yes
eipk270951,19966,No,04-2020,Yes
eipk270952,2524,No,12-2020,Yes
eipk270953,16708,No,02-2023,Yes
eipk270954,8226,No,10-2020,Yes
eipk270955,17317,No,04-2019,Yes
eipk270956,18276,No,03-2018,Yes
eipk270957,9819,No,02-2022,Yes
eipk270958,22707,No,05-2020,Yes
eipk270959,13445,No,04-2024,Yes
eipk270960,4021,No,10-2023,Yes
eipk270961,18838,No,12-2023,Yes
eipk270962,1552,No,06-2020,Yes
eipk270963,15182,No,02-2019,Yes
eipk270964,12782,No,10-2019,Yes
eipk270965,14149,No,02-2018,Yes
eipk270966,16155,No,06-2021,Yes
eipk270967,11277,No,01-2021,Yes
eipk270968,1675,No,10-2019,Yes
eipk270969,8760,No,08-2023,Yes
eipk270970,15676,No,08-2019,Yes
eipk270971,10785,No,09-2020,Yes
eipk270972,21781,No,09-2022,Yes
eipk270973,12970,No,05-2019,Yes
eipk270974,4264,No,11-2022,Yes
eipk270975,27513,No,05-2018,Yes
eipk270976,5993,No,12-2018,Yes
eipk270977,9807,No,03-2018,Yes
eipk270978,5227,No,07-2023,Yes
eipk270979,27207,No,08-2019,Yes
eipk270980,22673,No,04-2024,Yes
eipk270981,10136,No,04-2020,Yes
eipk270982,5980,No,12-2023,Yes
eipk270983,25198,No,12-2019,Yes
eipk270984,14576,No,10-2018,Yes
eipk270985,14594,No,06-2019,Yes
eipk270986,6666,No,01-2019,Yes
eipk270987,25031,No,06-2018,Yes
eipk270988,8371,No,02-2019,Yes
eipk270989,26046,No,01-2022,Yes
eipk270990,19339,No,02-2019,Yes
eipk270991,3396,No,01-2018,Yes
eipk270992,13098,No,08-2022,Yes
eipk270993,3090,No,07-2018,Yes
eipk270994,20207,No,07-2023,Yes
eipk270995,19913,No,10-2023,Yes
eipk270996,24928,No,05-2021,Yes
eipk270997,5173,No,04-2024,Yes
eipk270998,10251,No,05-2023,Yes
eipk270999,7959,No,04-2018,Yes
eipk271000,14485,No,02-2021,Yes
eipk271001,9838,No,09-2019,Yes
eipk271002,10545,No,05-2018,Yes
eipk271003,14366,No,11-2022,Yes
eipk271004,9955,No,02-2023,Yes
eipk271005,3326,No,07-2022,Yes
eipk271006,17842,No,10-2022,Yes
eipk271007,26267,No,09-2020,Yes
eipk271008,3572,No,02-2019,Yes
eipk271009,17075,No,05-2018,Yes
eipk271010,14766,No,07-2018,Yes
eipk271011,6940,No,06-2021,Yes
eipk271012,16934,No,09-2021,Yes
eipk271013,19923,No,04-2020,Yes
eipk271014,5169,No,11-2018,Yes
eipk271015,14766,No,02-2021,Yes
eipk271016,10010,No,07-2019,Yes
eipk271017,7073,No,07-2019,Yes
eipk271018,26094,No,05-2020,Yes
eipk271019,21854,No,04-2022,Yes
eipk271020,24857,No,09-2021,Yes
eipk271021,21375,No,09-2020,Yes
eipk271022,25918,No,11-2019,Yes
eipk271023,7808,No,04-2023,Yes
eipk271024,23571,No,11-2018,Yes
eipk271025,8608,No,11-2020,Yes
eipk271026,14408,No,05-2023,Yes
eipk271027,23692,No,01-2020,Yes
eipk271028,12366,No,11-2021,Yes
eipk271029,21915,No,02-2018,Yes
eipk271030,16740,No,05-2023,Yes
eipk271031,15782,No,03-2022,Yes
eipk271032,6126,No,09-2019,Yes
eipk271033,17827,No,03-2020,Yes
eipk271034,4704,No,07-2020,Yes
eipk271035,19284,No,06-2019,Yes
eipk271036,10709,No,02-2023,Yes
eipk271037,18940,No,03-2022,Yes
eipk271038,25673,No,06-2018,Yes
eipk271039,12053,No,01-2021,Yes
eipk271040,18428,No,06-2021,Yes
eipk271041,14543,No,11-2020,Yes
eipk271042,9659,No,10-2023,Yes
eipk271043,9545,No,06-2020,Yes
eipk271044,17455,No,12-2018,Yes
eipk271045,10567,No,07-2023,Yes
eipk271046,2075,No,03-2021,Yes
eipk271047,10437,No,05-2020,Yes
eipk271048,10215,No,08-2022,Yes
eipk271049,11012,No,02-2018,Yes
eipk271050,26565,No,10-2018,Yes
eipk271051,21939,No,06-2022,Yes
eipk271052,22670,No,12-2018,Yes
eipk271053,14004,No,11-2022,Yes
eipk271054,5462,No,10-2023,Yes
eipk271055,4721,No,04-2023,Yes
eipk271056,4107,No,04-2022,Yes
eipk271057,22086,No,07-2020,Yes
eipk271058,19959,No,05-2018,Yes
eipk271059,20430,No,06-2023,Yes
eipk271060,18132,No,03-2020,Yes
eipk271061,19083,No,03-2023,Yes
eipk271062,26177,No,10-2019,Yes
eipk271063,5715,No,09-2019,Yes
eipk271064,16955,No,07-2021,Yes
eipk271065,9446,No,05-2023,Yes
eipk271066,12169,No,03-2022,Yes
eipk271067,20108,No,02-2024,Yes
eipk271068,22703,No,12-2020,Yes
eipk271069,18219,No,12-2023,Yes
eipk271070,2850,No,09-2020,Yes
eipk271071,22148,No,07-2022,Yes
eipk271072,20486,No,05-2020,Yes
eipk271073,4649,No,05-2019,Yes
eipk271074,24128,No,12-2022,Yes
eipk271075,19917,No,05-2018,Yes
eipk271076,3306,No,02-2019,Yes
eipk271077,13540,No,05-2020,Yes
eipk271078,1493,No,10-2023,Yes
eipk271079,26706,No,04-2024,Yes
eipk271080,23084,No,02-2024,Yes
eipk271081,7933,No,02-2019,Yes
eipk271082,13623,No,01-2018,Yes
eipk271083,11292,No,08-2019,Yes
eipk271084,13207,No,05-2024,Yes
eipk271085,5040,No,08-2021,Yes
eipk271086,2776,No,12-2022,Yes
eipk271087,2867,No,03-2024,Yes
eipk271088,3734,No,10-2023,Yes
eipk271089,4331,No,06-2019,Yes
eipk271090,20824,No,12-2019,Yes
eipk271091,17593,No,05-2020,Yes
eipk271092,12305,No,08-2020,Yes
eipk271093,25490,No,10-2021,Yes
eipk271094,6108,No,12-2023,Yes
eipk271095,14664,No,10-2022,Yes
eipk271096,20113,No,07-2019,Yes
eipk271097,14181,No,05-2020,Yes
eipk271098,9122,No,01-2021,Yes
eipk271099,13261,No,08-2019,Yes
eipk271100,5770,No,06-2019,Yes
eipk271101,5200,No,07-2020,Yes
eipk271102,21145,No,04-2021,Yes
eipk271103,10339,No,06-2019,Yes
eipk271104,12973,No,08-2019,Yes
eipk271105,15341,No,09-2022,Yes
eipk271106,24327,No,05-2021,Yes
eipk271107,26866,No,11-2018,Yes
eipk271108,20498,No,03-2018,Yes
eipk271109,13070,No,05-2019,Yes
eipk271110,3700,No,11-2020,Yes
eipk271111,24078,No,01-2021,Yes
eipk271112,16277,No,08-2019,Yes
eipk271113,26249,No,02-2020,Yes
eipk271114,12167,No,01-2018,Yes
eipk271115,11563,No,01-2022,Yes
eipk271116,24143,No,04-2022,Yes
eipk271117,26332,No,05-2022,Yes
eipk271118,6184,No,10-2021,Yes
eipk271119,5296,No,11-2022,Yes
eipk271120,25432,No,01-2023,Yes
eipk271121,21721,No,09-2022,Yes
eipk271122,16366,No,02-2018,Yes
eipk271123,10679,No,07-2022,Yes
eipk271124,10159,No,03-2019,Yes
eipk271125,4012,No,09-2019,Yes
eipk271126,19736,No,01-2022,Yes
eipk271127,5409,No,05-2019,Yes
eipk271128,24005,No,06-2023,Yes
eipk271129,3843,No,11-2020,Yes
eipk271130,18266,No,09-2020,Yes
eipk271131,17881,No,05-2021,Yes
eipk271132,14845,No,12-2019,Yes
eipk271133,12620,No,05-2019,Yes
eipk271134,23598,No,04-2018,Yes
eipk271135,2905,No,01-2024,Yes
eipk271136,16372,No,06-2021,Yes
eipk271137,15741,No,08-2020,Yes
eipk271138,2540,No,01-2024,Yes
eipk271139,24573,No,09-2023,Yes
eipk271140,19382,No,04-2024,Yes
eipk271141,18716,No,03-2020,Yes
eipk271142,20750,No,05-2024,Yes
eipk271143,10764,No,04-2018,Yes
eipk271144,15366,No,10-2020,Yes
eipk271145,8229,No,02-2019,Yes
eipk271146,6340,No,11-2022,Yes
eipk271147,8526,No,08-2022,Yes
eipk271148,4454,No,12-2020,Yes
eipk271149,4816,No,05-2022,Yes
eipk271150,6637,No,11-2022,Yes
eipk271151,14928,No,10-2023,Yes
eipk271152,2360,No,02-2018,Yes
eipk271153,23689,No,09-2019,Yes
eipk271154,6974,No,05-2022,Yes
eipk271155,17947,No,03-2024,Yes
eipk271156,7301,No,05-2023,Yes
eipk271157,23540,No,04-2021,Yes
eipk271158,14497,No,04-2024,Yes
eipk271159,18117,No,11-2021,Yes
eipk271160,26328,No,03-2019,Yes
eipk271161,27932,No,02-2019,Yes
eipk271162,13435,No,12-2022,Yes
eipk271163,15213,No,10-2022,Yes
eipk271164,22558,No,10-2022,Yes
eipk271165,20358,No,04-2019,Yes
eipk271166,7714,No,08-2019,Yes
eipk271167,4986,No,02-2021,Yes
eipk271168,23213,No,07-2023,Yes
eipk271169,11907,No,03-2022,Yes
eipk271170,2785,No,03-2024,Yes
eipk271171,17268,No,08-2021,Yes
eipk271172,15845,No,02-2023,Yes
eipk271173,20017,No,03-2022,Yes
eipk271174,8080,No,10-2022,Yes
eipk271175,19476,No,05-2021,Yes
eipk271176,8814,No,10-2022,Yes
eipk271177,15033,No,04-2024,Yes
eipk271178,10997,No,10-2019,Yes
eipk271179,12555,No,11-2022,Yes
eipk271180,24819,No,02-2022,Yes
eipk271181,17295,No,06-2018,Yes
eipk271182,18632,No,01-2020,Yes
eipk271183,9407,No,03-2024,Yes
eipk271184,4945,No,10-2019,Yes
eipk271185,2725,No,04-2023,Yes
eipk271186,20085,No,02-2023,Yes
eipk271187,10392,No,05-2021,Yes
eipk271188,16037,No,08-2022,Yes
eipk271189,18924,No,02-2021,Yes
eipk271190,6842,No,02-2024,Yes
eipk271191,22186,No,01-2020,Yes
eipk271192,17896,No,09-2021,Yes
eipk271193,8271,No,04-2021,Yes
eipk271194,15184,No,07-2021,Yes
eipk271195,11544,No,04-2023,Yes
eipk271196,9173,No,04-2022,Yes
eipk271197,15224,No,09-2020,Yes
eipk271198,7088,No,04-2021,Yes
eipk271199,13638,No,04-2021,Yes
eipk271200,1802,No,01-2023,Yes
eipk271201,13738,No,04-2024,Yes
eipk271202,6388,No,12-2019,Yes
eipk271203,24923,No,06-2018,Yes
eipk271204,24460,No,07-2018,Yes
eipk271205,17205,No,03-2019,Yes
eipk271206,1901,No,02-2020,Yes
eipk271207,7876,No,07-2023,Yes
eipk271208,21542,No,05-2022,Yes
eipk271209,19172,No,09-2023,Yes
eipk271210,21984,No,10-2020,Yes
eipk271211,11504,No,01-2022,Yes
eipk271212,2699,No,10-2019,Yes
eipk271213,24062,No,11-2023,Yes
eipk271214,12342,No,11-2018,Yes
eipk271215,6749,No,08-2020,Yes
eipk271216,26784,No,06-2023,Yes
eipk271217,3993,No,06-2019,Yes
eipk271218,11734,No,12-2020,Yes
eipk271219,2594,No,12-2019,Yes
eipk271220,20825,No,07-2018,Yes
eipk271221,16238,No,03-2021,Yes
eipk271222,19222,No,09-2022,Yes
eipk271223,14051,No,02-2022,Yes
eipk271224,8908,No,07-2020,Yes
eipk271225,3902,No,07-2021,Yes
eipk271226,15666,No,10-2019,Yes
eipk271227,16799,No,09-2018,Yes
eipk271228,8405,No,07-2023,Yes
eipk271229,8047,No,09-2018,Yes
eipk271230,19723,No,10-2021,Yes
eipk271231,5521,No,05-2023,Yes
eipk271232,11534,No,07-2019,Yes
eipk271233,5928,No,03-2022,Yes
eipk271234,17883,No,07-2023,Yes
eipk271235,21011,No,02-2023,Yes
eipk271236,10036,No,03-2024,Yes
eipk271237,12855,No,03-2020,Yes
eipk271238,17045,No,06-2018,Yes
eipk271239,10252,No,07-2018,Yes
eipk271240,23029,No,08-2019,Yes
eipk271241,20065,No,07-2018,Yes
eipk271242,10612,No,02-2020,Yes
eipk271243,26325,No,06-2018,Yes
eipk271244,14878,No,01-2021,Yes
eipk271245,11139,No,02-2020,Yes
eipk271246,26621,No,04-2020,Yes
eipk271247,5590,No,07-2018,Yes
eipk271248,4474,No,06-2023,Yes
eipk271249,18610,No,03-2023,Yes
eipk271250,3973,No,05-2024,Yes
eipk271251,6045,No,03-2018,Yes
eipk271252,26945,No,04-2018,Yes
eipk271253,18422,No,01-2019,Yes
eipk271254,14341,No,06-2019,Yes
eipk271255,16388,No,12-2018,Yes
eipk271256,19171,No,01-2022,Yes
eipk271257,15495,No,03-2020,Yes
eipk271258,27228,No,01-2020,Yes
eipk271259,16005,No,10-2020,Yes
eipk271260,22099,No,08-2023,Yes
eipk271261,22106,No,02-2024,Yes
eipk271262,9611,No,06-2021,Yes
eipk271263,15335,No,09-2018,Yes
eipk271264,20281,No,05-2024,Yes
eipk271265,21968,No,10-2021,Yes
eipk271266,23703,No,02-2022,Yes
eipk271267,4302,No,10-2021,Yes
eipk271268,1795,No,02-2018,Yes
eipk271269,6437,No,10-2022,Yes
eipk271270,20193,No,10-2019,Yes
eipk271271,17850,No,06-2023,Yes
eipk271272,13727,No,05-2019,Yes
eipk271273,16415,No,04-2024,Yes
eipk271274,26930,No,05-2019,Yes
eipk271275,17656,No,07-2018,Yes
eipk271276,11941,No,04-2022,Yes
eipk271277,23692,No,03-2020,Yes
eipk271278,16218,No,10-2018,Yes
eipk271279,4489,No,12-2023,Yes
eipk271280,17352,No,02-2022,Yes
eipk271281,4651,No,03-2021,Yes
eipk271282,24519,No,02-2021,Yes
eipk271283,18339,No,02-2024,Yes
eipk271284,6386,No,08-2018,Yes
eipk271285,25281,No,11-2022,Yes
eipk271286,20793,No,05-2022,Yes
eipk271287,2919,No,01-2023,Yes
eipk271288,20316,No,04-2022,Yes
eipk271289,25159,No,01-2021,Yes
eipk271290,9379,No,11-2022,Yes
eipk271291,14786,No,07-2019,Yes
eipk271292,1207,No,05-2018,Yes
eipk271293,1073,No,09-2022,Yes
eipk271294,25427,No,08-2021,Yes
eipk271295,16009,No,09-2018,Yes
eipk271296,22152,No,06-2022,Yes
eipk271297,8561,No,11-2021,Yes
eipk271298,11811,No,12-2018,Yes
eipk271299,10241,No,06-2019,Yes
eipk271300,5969,No,07-2022,Yes
eipk271301,8704,No,07-2021,Yes
eipk271302,6889,No,10-2020,Yes
eipk271303,27457,No,05-2023,Yes
eipk271304,9019,No,03-2020,Yes
eipk271305,9706,No,05-2023,Yes
eipk271306,6919,No,06-2018,Yes
eipk271307,12520,No,01-2021,Yes
eipk271308,1279,No,11-2019,Yes
eipk271309,22239,No,09-2018,Yes
eipk271310,26131,No,05-2021,Yes
eipk271311,22536,No,05-2019,Yes
eipk271312,8461,No,01-2022,Yes
eipk271313,25175,No,08-2019,Yes
eipk271314,1290,No,08-2020,Yes
eipk271315,5880,No,03-2024,Yes
eipk271316,12065,No,01-2023,Yes
eipk271317,16402,No,12-2022,Yes
eipk271318,25367,No,12-2023,Yes
eipk271319,25107,No,07-2023,Yes
eipk271320,8968,No,09-2018,Yes
eipk271321,19006,No,04-2018,Yes
eipk271322,14029,No,01-2018,Yes
eipk271323,20935,No,05-2024,Yes
eipk271324,21562,No,12-2023,Yes
eipk271325,4275,No,10-2021,Yes
eipk271326,11203,No,01-2021,Yes
eipk271327,6257,No,11-2021,Yes
eipk271328,25658,No,08-2018,Yes
eipk271329,4995,No,07-2022,Yes
eipk271330,6806,No,04-2020,Yes
eipk271331,26223,No,10-2021,Yes
eipk271332,24146,No,04-2023,Yes
eipk271333,14231,No,06-2022,Yes
eipk271334,4692,No,09-2020,Yes
eipk271335,2757,No,04-2020,Yes
eipk271336,22339,No,10-2023,Yes
eipk271337,23846,No,04-2019,Yes
eipk271338,23348,No,02-2020,Yes
eipk271339,8414,No,03-2020,Yes
eipk271340,8204,No,08-2021,Yes
eipk271341,12849,No,05-2021,Yes
eipk271342,13402,No,03-2020,Yes
eipk271343,12344,No,05-2020,Yes
eipk271344,24232,No,10-2022,Yes
eipk271345,1725,No,07-2018,Yes
eipk271346,2107,No,05-2022,Yes
eipk271347,12017,No,09-2019,Yes
eipk271348,27777,No,01-2018,Yes
eipk271349,27416,No,04-2020,Yes
eipk271350,21732,No,07-2023,Yes
eipk271351,15837,No,08-2022,Yes
eipk271352,25470,No,08-2018,Yes
eipk271353,24457,No,06-2019,Yes
eipk271354,1824,No,06-2018,Yes
eipk271355,5602,No,08-2023,Yes
eipk271356,15467,No,05-2018,Yes
eipk271357,10926,No,12-2022,Yes
eipk271358,24876,No,10-2020,Yes
eipk271359,17734,No,04-2023,Yes
eipk271360,22586,No,08-2020,Yes
eipk271361,19557,No,06-2022,Yes
eipk271362,12477,No,09-2022,Yes
eipk271363,26410,No,01-2024,Yes
eipk271364,8894,No,06-2018,Yes
eipk271365,27563,No,09-2020,Yes
eipk271366,13013,No,01-2019,Yes
eipk271367,12863,No,11-2022,Yes
eipk271368,5991,No,12-2022,Yes
eipk271369,20386,No,11-2022,Yes
eipk271370,3509,No,03-2018,Yes
eipk271371,3672,No,01-2023,Yes
eipk271372,20826,No,02-2018,Yes
eipk271373,5158,No,01-2021,Yes
eipk271374,21505,No,04-2022,Yes
eipk271375,8807,No,11-2022,Yes
eipk271376,13288,No,03-2018,Yes
eipk271377,23621,No,07-2018,Yes
eipk271378,24410,No,10-2021,Yes
eipk271379,25525,No,10-2021,Yes
eipk271380,27513,No,08-2020,Yes
eipk271381,24563,No,09-2018,Yes
eipk271382,6797,No,02-2021,Yes
eipk271383,1297,No,02-2020,Yes
eipk271384,17143,No,01-2021,Yes
eipk271385,7080,No,01-2021,Yes
eipk271386,8746,No,10-2018,Yes
eipk271387,24718,No,05-2022,Yes
eipk271388,11493,No,12-2018,Yes
eipk271389,4938,No,01-2022,Yes
eipk271390,25316,No,06-2018,Yes
eipk271391,25309,No,02-2020,Yes
eipk271392,2594,No,04-2024,Yes
eipk271393,17334,No,12-2022,Yes
eipk271394,12557,No,04-2024,Yes
eipk271395,4215,No,09-2019,Yes
eipk271396,12489,No,09-2022,Yes
eipk271397,10673,No,12-2019,Yes
eipk271398,5379,No,07-2019,Yes
eipk271399,12866,No,08-2021,Yes
eipk271400,16845,No,10-2021,Yes
eipk271401,4182,No,09-2021,Yes
eipk271402,21829,No,12-2022,Yes
eipk271403,16745,No,06-2021,Yes
eipk271404,8571,No,03-2019,Yes
eipk271405,15300,No,12-2020,Yes
eipk271406,10965,No,11-2021,Yes
eipk271407,18735,No,06-2018,Yes
eipk271408,26893,No,11-2023,Yes
eipk271409,6613,No,06-2018,Yes
eipk271410,13471,No,11-2022,Yes
eipk271411,27606,No,04-2022,Yes
eipk271412,17595,No,04-2018,Yes
eipk271413,2274,No,08-2020,Yes
eipk271414,17098,No,08-2022,Yes
eipk271415,5262,No,08-2020,Yes
eipk271416,23351,No,12-2020,Yes
eipk271417,21118,No,02-2018,Yes
eipk271418,26761,No,12-2018,Yes
eipk271419,8775,No,04-2022,Yes
eipk271420,26450,No,11-2018,Yes
eipk271421,22922,No,09-2022,Yes
eipk271422,14941,No,05-2024,Yes
eipk271423,21886,No,06-2020,Yes
eipk271424,12655,No,05-2019,Yes
eipk271425,3485,No,10-2020,Yes
eipk271426,24638,No,03-2020,Yes
eipk271427,13692,No,10-2020,Yes
eipk271428,5370,No,03-2022,Yes
eipk271429,22918,No,04-2020,Yes
eipk271430,24089,No,04-2021,Yes
eipk271431,20782,No,08-2021,Yes
eipk271432,23639,No,12-2019,Yes
eipk271433,5887,No,12-2023,Yes
eipk271434,23829,No,05-2018,Yes
eipk271435,25711,No,01-2021,Yes
eipk271436,1332,No,06-2020,Yes
eipk271437,10218,No,02-2020,Yes
eipk271438,20617,No,12-2019,Yes
eipk271439,18919,No,05-2022,Yes
eipk271440,19508,No,11-2020,Yes
eipk271441,19616,No,02-2021,Yes
eipk271442,21341,No,12-2020,Yes
eipk271443,8647,No,03-2022,Yes
eipk271444,6282,No,09-2023,Yes
eipk271445,22524,No,01-2019,Yes
eipk271446,8744,No,07-2022,Yes
eipk271447,6697,No,05-2021,Yes
eipk271448,1952,No,01-2021,Yes
eipk271449,4369,No,08-2022,Yes
eipk271450,23826,No,01-2019,Yes
eipk271451,12545,No,09-2021,Yes
eipk271452,11178,No,10-2019,Yes
eipk271453,7553,No,08-2023,Yes
eipk271454,24214,No,08-2022,Yes
eipk271455,17548,No,03-2024,Yes
eipk271456,11183,No,04-2019,Yes
eipk271457,24633,No,09-2021,Yes
eipk271458,20089,No,03-2019,Yes
eipk271459,10931,No,01-2022,Yes
eipk271460,1103,No,08-2022,Yes
eipk271461,8297,No,03-2023,Yes
eipk271462,5691,No,05-2021,Yes
eipk271463,21599,No,03-2018,Yes
eipk271464,7402,No,06-2023,Yes
eipk271465,18511,No,10-2020,Yes
eipk271466,17747,No,05-2024,Yes
eipk271467,10761,No,01-2019,Yes
eipk271468,9061,No,12-2022,Yes
eipk271469,1368,No,04-2018,Yes
eipk271470,21333,No,10-2022,Yes
eipk271471,6053,No,03-2018,Yes
eipk271472,23247,No,02-2024,Yes
